x,y,dx_pix,dy_pix,u_kmh,v_kmh,speed_kmh,corr,corr_margin,height_km,qc_basic,qc_consistency,qc_final,du_error_kmh,dv_error_kmh,vector_error_kmh,u_true_kmh,v_true_kmh
38.0,118.0,1.126316364119634,0.3490758181745864,27.03159273887122,-8.377819636190074,28.30008600440513,0.9664973779420557,0.010261778477718808,2.398844679995111,False,False,False,-2.8522795996847705,-4.7940807757507695,5.578414595492255,29.88387233855599,-3.583738860439304
70.0,118.0,1.3262345357833327,0.7277566893285923,31.829628858799985,-17.466160543886215,36.30691445763135,0.9693721495921505,0.012675002121940948,2.9390315775415745,False,False,False,1.437135236178925,1.5668891454084353,2.126146580333969,30.39249362262106,-19.03304968929465
86.0,118.0,1.2290519886617681,0.9449841144830489,29.497247727882435,-22.679618747593175,37.20823470760532,0.9790933826404499,0.01736220249753284,3.0778154641574798,True,True,True,0.11748472814812416,1.4391294003592066,1.4439169270862808,29.37976299973431,-24.11874814795238
102.0,118.0,1.0759906823629914,1.0705836878940445,25.823776376711795,-25.694008509457067,36.428690611089365,0.9803745507596624,0.03663096795690057,2.5830213399271527,True,True,True,9.250054306429838,5.09105032363296,10.558517797004676,16.573722070281956,-30.785058833090027
118.0,118.0,1.5537435805163664,0.7604836163996133,37.289845932392794,-18.25160679359072,41.51690932872338,0.956283433599827,0.002046560445366441,2.776853713502756,False,False,False,7.405432923900463,2.504341850088906,7.817426999498984,29.88441300849233,-20.755948643679627
134.0,118.0,2.6629510693683733,0.1855296352268713,63.910825664840964,-4.452711245444911,64.06574962175192,0.9931257825988475,0.002312656362950416,5.814004812576016,False,False,False,16.294246045135573,0.9362305006675928,16.321120725299366,47.61657961970539,-5.388941746112504
150.0,118.0,1.855597750806517,0.035654740857700075,44.534346019356406,-0.8557137805848019,44.542566399412244,0.9922194370024302,0.007610740029805885,5.372457438826369,False,False,False,-8.753119339961387,-6.443411376612961,10.86897641675017,53.28746535931779,5.587697596028159
166.0,118.0,1.2448459565702548,-0.08744660272745144,29.876302957686114,2.098718465458835,29.949926504362274,0.9936621680084687,0.004339884082059875,4.021211122521205,False,False,False,-2.9576644061942616,-1.1349592829640427,3.1679506488666624,32.833967363880376,3.2336777484228776
38.0,134.0,0.8774519077114072,0.2144933027997451,21.058845785073775,-5.147839267193882,21.6789122171843,0.9745388178034616,0.02986031226494601,2.7347425441520996,True,True,True,-4.497988095812573,-2.520534365416877,5.156063459396042,25.556833880886348,-2.6273049017770056
54.0,134.0,0.9186290686971995,0.39455797406540377,22.04709764873279,-9.469391377569691,23.994663735804888,0.9682417046995596,0.00969737741313803,2.3140349566447793,False,False,False,4.450759522131499,5.229583742930545,6.867154173904039,17.596338126601292,-14.698975120500236
70.0,134.0,1.1926905902255172,0.8058951904257363,28.62457416541241,-19.341484570217673,34.546479871778025,0.9842387458496397,0.01034696279876568,2.953887667379012,False,False,False,11.931514968239814,3.217581405874121,12.357745730543156,16.693059197172598,-22.559065976091794
86.0,134.0,1.2836571201972655,1.0168771881844694,30.807770884734374,-24.405052516427265,39.302993972671594,0.9833490940599343,0.009755031552094007,3.3382221992453536,False,False,False,8.895101206465437,0.25902704250425757,8.89887186569238,21.912669678268937,-24.664079558931522
102.0,134.0,0.9114884167322327,1.1848627261846443,21.875722001573585,-28.436705428431463,35.87747801495409,0.9700215175188694,0.032005905665349665,2.6686924711922027,True,True,True,5.579828697173458,-0.5446591022500762,5.606348350527668,16.295893304400128,-27.892046326181386
118.0,134.0,0.8843291463601864,0.9698624329404021,21.223899512644476,-23.276698390569653,31.500136483646834,0.9795168193940743,0.037497749130382174,2.596299035072428,True,True,True,10.94131012731647,3.8281483301190455,11.591677486003102,10.282589385328006,-27.1048467206887
134.0,134.0,0.8699132950326292,0.6531691911487592,20.8779190807831,-15.67606058757022,26.10797542301776,0.9922412859877243,0.003288107531160711,3.2499235381019314,False,False,False,1.1133328153421225,0.007512585207919642,1.1133581618931632,19.76458626544098,-15.68357317277814
150.0,134.0,1.322982913001722,-0.15040279128356812,31.751589912041332,3.609666990805635,31.956112994651846,0.9909524058858145,0.004234668837332589,4.400871611019646,False,False,False,5.912173289820071,8.123409917580219,10.047068313587927,25.83941662222126,-4.513742926774583
166.0,134.0,1.5191884240316855,-0.15634885307832513,36.460522176760456,3.752372473879803,36.65310323267011,0.9821353285008804,0.0007171115279089868,4.913448714341949,False,False,False,-8.447985385935617,-8.28197250369836,11.830449088390408,44.90850756269607,12.034344977578161
22.0,150.0,0.838446380815831,-0.14794811001750438,20.122713139579947,3.5507546404201054,20.433586141798223,0.9759816735889255,0.024679859171972574,2.5699796246881834,True,True,True,8.157925736441108,5.435982968925639,9.803145574749863,11.964787403138839,-1.8852283285055336
38.0,150.0,0.8372356988338825,0.22266418947484953,20.09365677201318,-5.3439405473963895,20.792131758085276,0.9772075091681304,0.021549404339809453,2.585191182930295,True,True,True,4.9580477865432115,1.9112133687203539,5.31365922829282,15.135608985469968,-7.255153916116743
54.0,150.0,0.8086182656301037,0.6432308425586902,19.40683837512249,-15.437540221408566,24.79804475771697,0.9640663438555692,0.013764885575702546,2.2601063488620956,False,False,False,2.671566169185784,-0.682966031015102,2.7574822566715684,16.735272205936706,-14.754574190393464
70.0,150.0,1.1508245544820062,0.8234715191217805,27.619789307568148,-19.763316458922734,33.96235325842398,0.9893586949665334,0.006089696408084322,3.472327863517123,False,False,False,6.125109005651577,0.14310696621471664,6.1267805522062915,21.49468030191657,-19.90642342513745
86.0,150.0,1.6707384028067902,0.7221917224055028,40.09772166736297,-17.33260133773207,43.68347916599662,0.9813570274800228,0.009068019030989971,4.237518623491369,False,False,False,4.366169494104575,0.36623239664944407,4.381502278854251,35.73155217325839,-17.698833734381513
102.0,150.0,1.0996599114265548,0.8553921588727885,26.391837874237318,-20.529411812946925,33.436295485080166,0.9857333093607822,0.022548619222622746,3.383471516226946,True,True,True,0.3019410746430502,2.3223308190213423,2.3418772054770374,26.089896799594268,-22.851742631968268
118.0,150.0,0.8501736140420042,0.8632270598034558,20.4041667370081,-20.71744943528294,29.078217471762834,0.9847838375151926,0.024769509531416545,3.23031801048732,True,True,True,-11.979630001360928,-4.5389604277776066,12.810686817436366,32.38379673836903,-16.178489007505334
134.0,150.0,0.771242221352348,0.7462694152616685,18.50981331245635,-17.910465966280043,25.756513350825692,0.9754647014764746,0.021882907829667064,2.6986431661992842,True,True,True,6.181505190266908,0.9733729915416021,6.257672202821059,12.328308122189444,-18.883838957821645
150.0,150.0,1.1923119889543916,0.19555936185031542,28.6154877349054,-4.69342468440757,28.99783394625757,0.9827093180889652,0.01459541866334746,2.951388222140056,False,False,False,6.4361644249646055,1.2145825865113116,6.5497651381279685,22.179323309940795,-5.908007270918882
166.0,150.0,1.464142260337543,-0.3074591990373631,35.13941424810103,7.379020776896714,35.90582656513452,0.9853319626785043,0.00113345869911341,4.497072953057519,False,False,False,-0.5534311822500939,-0.6040486817236994,0.8192440926725537,35.69284543035113,7.983069458620413
22.0,166.0,0.9255621443860522,0.04972385246698304,22.213491465265253,-1.1933724592075932,22.245524064490084,0.9724142420160081,0.04316735835513308,2.0810897925105403,True,True,True,1.3945110855459681,-1.1338536217766502,1.7972994194976588,20.818980379719285,-0.059518837430942995
38.0,166.0,0.9776214398880313,0.17488131843781052,23.462914557312754,-4.197151642507452,23.835361155937235,0.9784908094555237,0.02137464101124631,2.4153591628213618,True,True,True,6.879075874583354,4.7742752204708365,8.37349322380311,16.5838386827294,-8.971426862978289
70.0,166.0,1.509814999729599,0.8482677331604905,36.23555999351038,-20.358425595851774,41.562979931486176,0.9868160639865015,0.00014534926851139662,3.2622463095623977,False,False,False,10.308009834394028,-0.16316582208512287,10.309301132058405,25.92755015911635,-20.19525977376665
86.0,166.0,1.5707587020209148,0.9254185306874725,37.698208848501956,-22.21004473649934,43.754325929930324,0.9841010983026663,0.002610183882670203,3.9923539001587423,False,False,False,4.307120039117073,-0.9829544173231355,4.4178594837204725,33.39108880938488,-21.227090319176206
